date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,dateChecked,death,hospitalized,totalTestResults,lastModified,recovered,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
2020-12-22,56,18142686.0,56438180.0,9934.0,117777.0,549292.0,22213.0,35428.0,7830.0,3554.0,2020-12-22T24:00:00Z,314099.0,549292.0,239432397,2020-12-22T24:00:00Z,,0,0,3137,4567,268046,193008,1770133,5b6b41dfb20daa59ceb73823074eb15004c2663a
2020-12-21,56,17949678.0,56170134.0,12425.0,115358.0,544725.0,21884.0,35178.0,7783.0,3539.0,2020-12-21T24:00:00Z,310962.0,544725.0,237662264,2020-12-21T24:00:00Z,,0,0,1480,3111,439796,179406,1974590,714f8224c880b41217c2de98ebcf093ace15be56
2020-12-20,56,17770272.0,55730338.0,12410.0,113601.0,541614.0,21763.0,35030.0,7695.0,3530.0,2020-12-20T24:00:00Z,309482.0,541614.0,235687674,2020-12-20T24:00:00Z,,0,0,1668,2382,249266,197494,1821629,c49ecbab3e4aa3c20a7afcd99c35b561ac09a331
2020-12-19,56,17572778.0,55481072.0,12420.0,113914.0,539232.0,21692.0,34949.0,7786.0,3529.0,2020-12-19T24:00:00Z,307814.0,539232.0,233866045,2020-12-19T24:00:00Z,,0,0,2708,3429,200763,204873,1859539,047a8b64ac5b7719d46e7d82abd5a2bcd5c0211d
2020-12-18,56,17367905.0,55280309.0,13454.0,113955.0,535803.0,21745.0,34716.0,7786.0,3519.0,2020-12-18T24:00:00Z,305106.0,535803.0,232006506,2020-12-18T24:00:00Z,,0,0,2866,5214,450795,241786,2193466,14206a45d17c0ebf5b2db4f29235c8b255590857
2020-12-17,56,17126119.0,54829514.0,13003.0,114492.0,530589.0,21912.0,34485.0,7848.0,3504.0,2020-12-17T24:00:00Z,302240.0,530589.0,229813040,2020-12-17T24:00:00Z,,0,0,3465,5167,246432,242970,1912697,9d1daf6b4945d33b62d036344825da32d1c8d4db
2020-12-16,56,16883149.0,54583082.0,12843.0,113257.0,525422.0,21943.0,34237.0,7782.0,3488.0,2020-12-16T24:00:00Z,298775.0,525422.0,227900343,2020-12-16T24:00:00Z,,0,0,3453,4776,303846,234288,1839996,7fa8571f82eb8dbe23629a5c5624e26ea1bc2867
2020-12-15,56,16648861.0,54279236.0,9693.0,112816.0,520646.0,21897.0,33958.0,7702.0,3460.0,2020-12-15T24:00:00Z,295322.0,520646.0,226060347,2020-12-15T24:00:00Z,,0,0,2924,4430,316712,193218,1833138,e0eaca65c5bb6e7a7e99cd9e2d97dc0a89251435
2020-12-14,56,16455643.0,53962524.0,11448.0,110573.0,516216.0,21458.0,33693.0,7699.0,3442.0,2020-12-14T24:00:00Z,292398.0,516216.0,224227209,2020-12-14T24:00:00Z,,0,0,1357,3461,456078,193286,2010951,82b06d9c633de0ef58a3596bf3158c6ea2f8639c
2020-12-13,56,16262357.0,53506446.0,11382.0,109298.0,512755.0,21230.0,33494.0,7535.0,3432.0,2020-12-13T24:00:00Z,291041.0,512755.0,222216258,2020-12-13T24:00:00Z,,0,0,1501,2314,299810,187251,1827310,322713c10f5e885956b0e9736fa792a55c546a72
2020-12-12,56,16075106.0,53206636.0,11345.0,108461.0,510441.0,21198.0,33419.0,7515.0,3430.0,2020-12-12T24:00:00Z,289540.0,510441.0,220388948,2020-12-12T24:00:00Z,,0,0,2497,3789,226203,226904,1919896,70c91ccacfc569cdbd8582e832ec0f77a50d4371
2020-12-11,56,15848202.0,52980433.0,13421.0,108101.0,506652.0,21012.0,33237.0,7488.0,3424.0,2020-12-11T24:00:00Z,287043.0,506652.0,218469052,2020-12-11T24:00:00Z,,0,0,2747,5411,350441,236933,1969509,b04ff95fcd06addaa0f6ddcba59a94825c5e9f1a
2020-12-10,56,15611269.0,52629992.0,12409.0,107300.0,501241.0,21024.0,32919.0,7444.0,3394.0,2020-12-10T24:00:00Z,284296.0,501241.0,216499543,2020-12-10T24:00:00Z,,0,0,3132,4450,311589,220846,1967578,43e452017b944386938ec97556d206d033276015
2020-12-09,56,15390423.0,52318403.0,13186.0,106671.0,496791.0,20903.0,32720.0,7621.0,3376.0,2020-12-09T24:00:00Z,281164.0,496791.0,214531965,2020-12-09T24:00:00Z,,0,0,3169,5300,378319,216728,1832545,dec935f236543cd31549e725e06a2794c7714de0
2020-12-08,56,15173695.0,51940084.0,9806.0,104637.0,491491.0,20475.0,32406.0,7251.0,3359.0,2020-12-08T24:00:00Z,277995.0,491491.0,212699420,2020-12-08T24:00:00Z,,0,0,2680,4410,292335,217844,1690914,792db4a2a00edc8820bcc4a2d82e7ba0934873ca
2020-12-07,56,14955851.0,51647749.0,13484.0,102122.0,487081.0,20097.0,32120.0,7067.0,3328.0,2020-12-07T24:00:00Z,275315.0,487081.0,211008506,2020-12-07T24:00:00Z,,0,0,1291,3461,268980,181897,1653269,617fc7a86268ddf44f56b7b720eebd29cc5ff759
2020-12-06,56,14773954.0,51378769.0,13592.0,101501.0,483620.0,20145.0,31946.0,7095.0,3322.0,2020-12-06T24:00:00Z,274024.0,483620.0,209355237,2020-12-06T24:00:00Z,,0,0,1163,2311,299693,182580,1675779,da37620365a3ac7958b6815b8dd808b67dae63db
2020-12-05,56,14591374.0,51079076.0,13433.0,101192.0,481309.0,19947.0,31831.0,7006.0,3321.0,2020-12-05T24:00:00Z,272861.0,481309.0,207679458,2020-12-05T24:00:00Z,,0,0,2486,3513,356781,219070,2302086,5f4f9c20e8953b757a5f6bc1258ca09f9e4048e3
2020-12-04,56,14372304.0,50722295.0,12714.0,101309.0,477796.0,19853.0,31608.0,7018.0,3305.0,2020-12-04T24:00:00Z,270375.0,477796.0,205377372,2020-12-04T24:00:00Z,,0,0,2563,4654,310521,230313,1918739,bc712ea0a264d51e629a77c915a32360b57d9b06
2020-12-03,56,14141991.0,50411774.0,15106.0,100746.0,473142.0,19714.0,31276.0,6875.0,3280.0,2020-12-03T24:00:00Z,267812.0,473142.0,203458633,2020-12-03T24:00:00Z,,0,0,2822,5369,306223,216271,1904020,afd4e62b8fc405c8ee387b5ac7c283332fbb3118
2020-12-02,56,13925720.0,50105551.0,14368.0,100327.0,467773.0,19687.0,31038.0,6855.0,3252.0,2020-12-02T24:00:00Z,264990.0,467773.0,201554613,2020-12-02T24:00:00Z,,0,0,2811,5238,-658774,203429,1587969,fb639848f171c8921ff4089bdf351447dc3df043
2020-12-01,56,13722291.0,50764325.0,8764.0,98814.0,462535.0,19302.0,30749.0,6651.0,3223.0,2020-12-01T24:00:00Z,262179.0,462535.0,199966644,2020-12-01T24:00:00Z,,0,0,2489,4916,263699,181183,1494046,e6f01fdbf1bc66989d8b17c9beaa0103a27e6093
2020-11-30,56,13541108.0,50500626.0,14883.0,96134.0,457619.0,18807.0,30469.0,6520.0,3205.0,2020-11-30T24:00:00Z,259690.0,457619.0,198472598,2020-11-30T24:00:00Z,,0,0,1037,3394,344231,150031,1520240,724103a31c0774867f3a0930cfde74aa45854142
2020-11-29,56,13391077.0,50156395.0,14860.0,93357.0,454225.0,18437.0,30274.0,6245.0,3184.0,2020-11-29T24:00:00Z,258653.0,454225.0,196952358,2020-11-29T24:00:00Z,,0,0,825,2429,226788,137254,1337135,6eac1babd58bae3cd832ffce8159f298657e7ad3
2020-11-28,56,13253823.0,49929607.0,14780.0,91762.0,451796.0,18249.0,30109.0,6148.0,3179.0,2020-11-28T24:00:00Z,257828.0,451796.0,195615223,2020-11-28T24:00:00Z,,0,0,1243,3485,324413,151469,1675224,44b8bcd8f4f699f094a0f30cda0a7e218df07d18
2020-11-27,56,13102354.0,49605194.0,14854.0,89913.0,448311.0,18056.0,29858.0,6028.0,3171.0,2020-11-27T24:00:00Z,256585.0,448311.0,193939999,2020-11-27T24:00:00Z,,0,0,1404,3418,384580,198874,1970528,8476766a0279dafd95222fe1fbb1cafd06e41cbe
2020-11-26,56,12903480.0,49220614.0,14856.0,90564.0,444893.0,18019.0,29673.0,5986.0,3153.0,2020-11-26T24:00:00Z,255181.0,444893.0,191969471,2020-11-26T24:00:00Z,,0,0,1392,2333,179941,129764,1467611,8ca8ff73ed1fd843b2bce0a5dabaddfc37917333
2020-11-25,56,12773716.0,49040673.0,14060.0,90043.0,442560.0,17738.0,29540.0,5987.0,3147.0,2020-11-25T24:00:00Z,253789.0,442560.0,190501860,2020-11-25T24:00:00Z,,0,0,2281,4538,394165,188496,1881059,3ab2bc2bf282b317eb211cdcedefc451c63cc0d5
2020-11-24,56,12585220.0,48646508.0,9962.0,88132.0,438022.0,17317.0,29245.0,5626.0,3123.0,2020-11-24T24:00:00Z,251508.0,438022.0,188620801,2020-11-24T24:00:00Z,,0,0,2091,4685,360586,166503,1873837,99502c586675f5d9ce841b2ba7d8fcae989c3c3d
2020-11-23,56,12418717.0,48285922.0,17617.0,85945.0,433337.0,17060.0,28990.0,5455.0,3106.0,2020-11-23T24:00:00Z,249417.0,433337.0,186746964,2020-11-23T24:00:00Z,,0,0,853,2835,331207,154696,1671011,b21944104773f6c8d20fa3ee2c650c6257b3342e
2020-11-22,56,12264021.0,47954715.0,17578.0,83882.0,430502.0,16411.0,28828.0,5233.0,3094.0,2020-11-22T24:00:00Z,248564.0,430502.0,185075953,2020-11-22T24:00:00Z,,0,0,923,2291,373855,154188,1818793,ef547861546c86bd93a14c91b38643a38d4d58d1
2020-11-21,56,12109833.0,47580860.0,17683.0,83346.0,428211.0,16264.0,28693.0,5103.0,3087.0,2020-11-21T24:00:00Z,247641.0,428211.0,183257160,2020-11-21T24:00:00Z,,0,0,1551,3375,376533,186385,2140465,551553b93b21bf46409a53c010169e7d70c8050d
2020-11-20,56,11923448.0,47204327.0,16221.0,82318.0,424836.0,16146.0,28472.0,5058.0,3078.0,2020-11-20T24:00:00Z,246090.0,424836.0,181116695,2020-11-20T24:00:00Z,,0,0,1910,3903,448167,197164,2004886,13377beaf14b7f3873f8b95330619dad29797251
2020-11-19,56,11726284.0,46756160.0,14596.0,80669.0,420933.0,15759.0,28216.0,4860.0,3052.0,2020-11-19T24:00:00Z,244180.0,420933.0,179111809,2020-11-19T24:00:00Z,,0,0,2010,4456,324389,187932,1845354,5ba4600525b5bc043a02b951b8bf08b86d4bc18d
2020-11-18,56,11538352.0,46431771.0,12971.0,79478.0,416477.0,15557.0,27989.0,4699.0,3024.0,2020-11-18T24:00:00Z,242170.0,416477.0,177266455,2020-11-18T24:00:00Z,,0,0,1885,4352,346915,168220,1701006,571f8206dea18d320da26e9c16c69922272d0ab8
2020-11-17,56,11370132.0,46084856.0,9281.0,77047.0,412125.0,15009.0,27681.0,4379.0,3004.0,2020-11-17T24:00:00Z,240285.0,412125.0,175565449,2020-11-17T24:00:00Z,,0,0,1553,3887,300498,159826,1634272,dad122bd34413930379f5e511860ad30b8a49ae2
2020-11-16,56,11210306.0,45784358.0,13639.0,73320.0,408238.0,14471.0,27437.0,4156.0,2988.0,2020-11-16T24:00:00Z,238732.0,408238.0,173931177,2020-11-16T24:00:00Z,,0,0,607,2907,249458,149977,1484630,7b5037f5e738cd8d113560bdf8ab533beafa3dd7
2020-11-15,56,11060329.0,45534900.0,13654.0,70202.0,405331.0,13849.0,27269.0,3939.0,2975.0,2020-11-15T24:00:00Z,238125.0,405331.0,172446547,2020-11-15T24:00:00Z,,0,0,712,1868,400351,147062,1626437,234e98be4a316e55c1e885959a15df5d7f27e711
2020-11-14,56,10913267.0,45134549.0,13657.0,69588.0,403463.0,13491.0,27172.0,3945.0,2972.0,2020-11-14T24:00:00Z,237413.0,403463.0,170820110,2020-11-14T24:00:00Z,,0,0,1353,3468,300446,167726,1785889,480f6a606eba11f9bb6402edd707baca6c0cbba0
2020-11-13,56,10745541.0,44834103.0,12010.0,68585.0,399995.0,13280.0,26997.0,3766.0,2967.0,2020-11-13T24:00:00Z,236060.0,399995.0,169034221,2020-11-13T24:00:00Z,,0,0,1301,3673,331974,174633,1742559,cec9dca3f034c7218fdc55f8f8634d9040a190b0
2020-11-12,56,10570908.0,44502129.0,11385.0,67236.0,396322.0,12917.0,26803.0,3622.0,2954.0,2020-11-12T24:00:00Z,234759.0,396322.0,167291662,2020-11-12T24:00:00Z,,0,0,1112,3562,271550,157542,1607551,108e545e857a30a0b22bca57465c58838922701a
2020-11-11,56,10413366.0,44230579.0,11287.0,65549.0,392760.0,12626.0,26584.0,3365.0,2947.0,2020-11-11T24:00:00Z,233647.0,392760.0,165684111,2020-11-11T24:00:00Z,,0,0,1577,3281,283243,149333,1503560,1261ba112ac98aa1779a6bd93c8c460826223999
2020-11-10,56,10264033.0,43947336.0,8579.0,62119.0,389479.0,12057.0,26335.0,3202.0,2922.0,2020-11-10T24:00:00Z,232070.0,389479.0,164180551,2020-11-10T24:00:00Z,,0,0,1358,4070,203377,135569,1386936,bf739d96c71cabbdf6cde427f01e0eda7f8748d4
2020-11-09,56,10128464.0,43743959.0,23458.0,59342.0,385409.0,11636.0,26087.0,3111.0,2907.0,2020-11-09T24:00:00Z,230712.0,385409.0,162793615,2020-11-09T24:00:00Z,,0,0,577,2176,283666,118403,1314380,ebdd274b4919a2f993748b3c10491e337507f6e7
2020-11-08,56,10010061.0,43460293.0,23353.0,56942.0,383233.0,11223.0,25819.0,2977.0,2900.0,2020-11-08T24:00:00Z,230135.0,383233.0,161479235,2020-11-08T24:00:00Z,,0,0,513,1467,239635,112445,1266058,7eb6b9d9c614451e644c9de31ff8dc7e712668c2
2020-11-07,56,9897616.0,43220658.0,23295.0,56037.0,381766.0,11215.0,25721.0,2947.0,2898.0,2020-11-07T24:00:00Z,229622.0,381766.0,160213177,2020-11-07T24:00:00Z,,0,0,1125,2341,357869,132113,1546164,30dd8e71d67240ecaea0a83f46b5f72d7857db78
2020-11-06,56,9765503.0,42862789.0,11804.0,55005.0,379425.0,11213.0,25498.0,2850.0,2885.0,2020-11-06T24:00:00Z,228497.0,379425.0,158667013,2020-11-06T24:00:00Z,,0,0,1185,3121,314445,129990,1772955,b616af7f48793ba11bd9ca0ee5f6d43d266f225f
2020-11-05,56,9635513.0,42548344.0,11233.0,53380.0,376304.0,11050.0,25276.0,2876.0,2872.0,2020-11-05T24:00:00Z,227312.0,376304.0,156894058,2020-11-05T24:00:00Z,,0,0,1154,2553,302427,119023,1561062,28ab88ba50789f0f2f56153766eb7672641b4c4d
2020-11-04,56,9516490.0,42245917.0,10117.0,52166.0,373751.0,10892.0,25041.0,2832.0,2853.0,2020-11-04T24:00:00Z,226158.0,373751.0,155332996,2020-11-04T24:00:00Z,,0,0,1131,3107,202598,105996,1318451,285ef8084ab9ad05307e45b8dd95b977127e69e7
2020-11-03,56,9410494.0,42043319.0,8003.0,50509.0,370644.0,10538.0,24796.0,2734.0,2833.0,2020-11-03T24:00:00Z,225027.0,370644.0,154014545,2020-11-03T24:00:00Z,,0,0,1517,3135,255848,119949,1269152,c0e4e6a613cb4ee654e4506dff34a572527ae69c
2020-11-02,56,9290545.0,41787471.0,10655.0,48750.0,367509.0,9957.0,24560.0,2633.0,2809.0,2020-11-02T24:00:00Z,223510.0,367509.0,152745393,2020-11-02T24:00:00Z,,0,0,475,1399,283444,83454,1238898,60cc1f499ddba555f87f758c85747f38b27cf5e4
2020-11-01,56,9207091.0,41504027.0,10617.0,47615.0,366110.0,9665.0,24457.0,2553.0,2797.0,2020-11-01T24:00:00Z,223035.0,366110.0,151506495,2020-11-01T24:00:00Z,,0,0,410,1166,228603,141974,1160138,1b0570500365e585ffa2bc6b2499d700fe60fb03
2020-10-31,56,9065117.0,41275424.0,10635.0,47486.0,364944.0,9613.0,24375.0,2502.0,2786.0,2020-10-31T24:00:00Z,222625.0,364944.0,150346357,2020-10-31T24:00:00Z,,0,0,958,2116,325765,91293,1473444,c863da6ca01b0971cc5f583225667447b0ddcc2e
2020-10-30,56,8973824.0,40949659.0,11120.0,46880.0,362828.0,9550.0,24230.0,2477.0,2776.0,2020-10-30T24:00:00Z,221667.0,362828.0,148872913,2020-10-30T24:00:00Z,,0,0,947,2403,206695,97942,1423126,92ade781e6416148c7f0fd49f74f9b7f1ad1fa49
2020-10-29,56,8875882.0,40742964.0,10481.0,46191.0,360425.0,9320.0,24082.0,2399.0,2760.0,2020-10-29T24:00:00Z,220720.0,360425.0,147449787,2020-10-29T24:00:00Z,,0,0,1060,2321,317094,89365,1453174,68b99161bd498b1e7d498e13ec3b3a40800cbbe2
2020-10-28,56,8786517.0,40425870.0,9600.0,45214.0,358104.0,9133.0,23883.0,2354.0,2744.0,2020-10-28T24:00:00Z,219660.0,358104.0,145996613,2020-10-28T24:00:00Z,,0,0,1047,2461,265933,79700,1150428,690810f65ea704334fa54f0e2d127052e2060562
2020-10-27,56,8706817.0,40159937.0,8129.0,44391.0,355643.0,8985.0,23701.0,2283.0,2719.0,2020-10-27T24:00:00Z,218613.0,355643.0,144846185,2020-10-27T24:00:00Z,,0,0,922,2290,220640,72255,1150455,69cdc63c62446f7375f4934a8037a18b95cbefd1
2020-10-26,56,8634562.0,39939297.0,11083.0,42988.0,353353.0,8946.0,23542.0,2300.0,2703.0,2020-10-26T24:00:00Z,217691.0,353353.0,143695730,2020-10-26T24:00:00Z,,0,0,397,1697,268034,63430,1131572,1ed78bcb5929fa9508f2249cc000616978e8da65
2020-10-25,56,8571132.0,39671263.0,11093.0,41883.0,351656.0,8590.0,23420.0,2176.0,2693.0,2020-10-25T24:00:00Z,217294.0,351656.0,142564158,2020-10-25T24:00:00Z,,0,0,391,1076,268680,64471,1222362,3f8f83be71014a0b16d48bee4ca835af4f38b10e
2020-10-24,56,8506661.0,39402583.0,11087.0,42087.0,350580.0,8675.0,23356.0,2230.0,2691.0,2020-10-24T24:00:00Z,216903.0,350580.0,141341796,2020-10-24T24:00:00Z,,0,0,896,1822,259771,83792,1370239,469cea190a115af16080c685ba720a694371ffa9
2020-10-23,56,8422869.0,39142812.0,11853.0,41614.0,348758.0,8342.0,23221.0,2180.0,2679.0,2020-10-23T24:00:00Z,216007.0,348758.0,139971557,2020-10-23T24:00:00Z,,0,0,949,2801,304853,82575,1444382,9c4d2c55358cca2e590174ab908e3a64ccc87ad7
2020-10-22,56,8340294.0,38837959.0,12222.0,41114.0,345957.0,8180.0,23018.0,2147.0,2641.0,2020-10-22T24:00:00Z,215058.0,345957.0,138527175,2020-10-22T24:00:00Z,,0,0,1094,2229,301777,72273,1305768,1641e78cd9588971e62947116ddc711cfdd9efef
2020-10-21,56,8268021.0,38536182.0,10241.0,40397.0,343728.0,8291.0,22855.0,2083.0,2622.0,2020-10-21T24:00:00Z,213964.0,343728.0,137221407,2020-10-21T24:00:00Z,,0,0,1051,2399,201552,62856,1055928,3ce69a5bd59a55c23d3a1355ece3c53a1d8bcd51
2020-10-20,56,8205165.0,38334630.0,8014.0,39391.0,341329.0,8206.0,22662.0,2042.0,2593.0,2020-10-20T24:00:00Z,212913.0,341329.0,136165479,2020-10-20T24:00:00Z,,0,0,833,2309,201519,60574,1034354,fb3c824f3bdb25a2e9cc63e4cb7a5939af9cbfbb
2020-10-19,56,8144591.0,38133111.0,12138.0,37976.0,339020.0,8063.0,22475.0,1804.0,2577.0,2020-10-19T24:00:00Z,212080.0,339020.0,135131125,2020-10-19T24:00:00Z,,0,0,443,1605,347469,57650,1100768,acf9b7c70cf3739a64c50a4e6536eefb658fb3c9
2020-10-18,56,8086941.0,37785642.0,12059.0,36536.0,337415.0,7383.0,22391.0,1762.0,2557.0,2020-10-18T24:00:00Z,211637.0,337415.0,134030357,2020-10-18T24:00:00Z,,0,0,405,813,193978,47957,1074271,e9623194fa2a12b99a244050e509154f4ba65564
2020-10-17,56,8038984.0,37591664.0,12109.0,37474.0,336602.0,7466.0,22320.0,1791.0,2553.0,2020-10-17T24:00:00Z,211232.0,336602.0,132956086,2020-10-17T24:00:00Z,,0,0,780,1546,260557,57675,1329098,cb8bc2edbca046505d99482d0c07a5999416c738
2020-10-16,56,7981309.0,37331107.0,13091.0,37479.0,335056.0,7333.0,22202.0,1740.0,2547.0,2020-10-16T24:00:00Z,210452.0,335056.0,131626988,2020-10-16T24:00:00Z,,0,0,891,1866,272444,68505,1247307,edb8a970f7c1dcaf14756e7a74602c175ab36b8f
2020-10-15,56,7912804.0,37058663.0,13001.0,37423.0,333190.0,7303.0,22051.0,1773.0,2531.0,2020-10-15T24:00:00Z,209561.0,333190.0,130379681,2020-10-15T24:00:00Z,,0,0,928,2010,263255,63641,1182695,6867eb321540217ac24843b49137ca4b3bf4a917
2020-10-14,56,7849163.0,36795408.0,11100.0,37184.0,331180.0,7236.0,21889.0,1775.0,2516.0,2020-10-14T24:00:00Z,208633.0,331180.0,129196986,2020-10-14T24:00:00Z,,0,0,801,2437,144110,57240,1114421,6286961ea5f01778c85df2fedb21798f2ecd3a89
2020-10-13,56,7791923.0,36651298.0,8008.0,36171.0,328743.0,7104.0,21735.0,1757.0,2485.0,2020-10-13T24:00:00Z,207832.0,328743.0,128082565,2020-10-13T24:00:00Z,,0,0,718,2058,210401,46914,1085144,6fc97d61c38bfe7d1ceb1b0df4c44fe9843b66e8
2020-10-12,56,7745009.0,36440897.0,11329.0,35143.0,326685.0,6860.0,21629.0,1663.0,2464.0,2020-10-12T24:00:00Z,207114.0,326685.0,126997421,2020-10-12T24:00:00Z,,0,0,284,1104,213302,43248,950483,28a7b039fd978d2ea30917c73b62b8d1bb4ba591
2020-10-11,56,7701761.0,36227595.0,11261.0,34610.0,325581.0,6749.0,21553.0,1646.0,2454.0,2020-10-11T24:00:00Z,206830.0,325581.0,126046938,2020-10-11T24:00:00Z,,0,0,472,983,220736,46723,1106595,a6af86977566969f49e9557de4d1a9f050069aa6
2020-10-10,56,7655038.0,36006859.0,11223.0,34700.0,324598.0,6752.0,21512.0,1667.0,2451.0,2020-10-10T24:00:00Z,206358.0,324598.0,124940343,2020-10-10T24:00:00Z,,0,0,690,1485,296196,57543,1299743,db3e14a96323665366dcdacc4135ff1b0ead78cd
2020-10-09,56,7597495.0,35710663.0,13078.0,34973.0,323113.0,6775.0,21388.0,1651.0,2437.0,2020-10-09T24:00:00Z,205668.0,323113.0,123640600,2020-10-09T24:00:00Z,,0,0,914,1736,282790,57085,1275712,7aff88bc3760da8df5d9ddbc804bfd015a7c87dc
2020-10-08,56,7540410.0,35427873.0,13087.0,34446.0,321377.0,6694.0,21217.0,1638.0,2427.0,2020-10-08T24:00:00Z,204754.0,321377.0,122364888,2020-10-08T24:00:00Z,,0,0,979,2134,6923,55308,1225426,67002312b40c9e5069c407e1e2cc32069c3fde8d
2020-10-07,56,7485102.0,35420950.0,12269.0,33565.0,319243.0,6591.0,21112.0,1650.0,2410.0,2020-10-07T24:00:00Z,203775.0,319243.0,121139462,2020-10-07T24:00:00Z,,0,0,929,2138,232274,51216,1081509,793a9cdd3d34251027a6dc256d8dc7c6d35a3f73
